Lung'Ie (Principense),Portugues,Tipo,Uso IA
wagawaga,erva­-boi (Setaria megaphylla),Vocabulario,Dicionário
zenze,zenze (Pachylobus edulis),Vocabulario,Dicionário
dêsê,descer                       rextu n. resto,Vocabulario,Dicionário
cortar   saban,sabão,Vocabulario,Dicionário
dyô,dinheiro                      somba n. sombra,Vocabulario,Dicionário
familya,família                   tempu rôpê expr. época,Vocabulario,Dicionário
feexku,fresco,Vocabulario,Dicionário
txinha,forma verbal de ter no,Vocabulario,Dicionário
gôgô,"gôgô, andiroba (Carapa",Vocabulario,Dicionário
jaka,jaca,Vocabulario,Dicionário
kajamanga,cajá-manga,Vocabulario,Dicionário
upa-bodi,árvore-bode,Vocabulario,Dicionário
mantê,manter,Vocabulario,Dicionário
upa-fenza,pé de feijão,Vocabulario,Dicionário
uribubabu,uribubabu,Vocabulario,Dicionário
môrêra,amoreira,Vocabulario,Dicionário
valô,valor,Vocabulario,Dicionário
ximya,plantar,Vocabulario,Dicionário
pantasan,plantação,Vocabulario,Dicionário
piku,"montanha, morro",Vocabulario,Dicionário
"VOCABULÁRIO
  antxi",antes              mara v. amarrar,Vocabulario,Dicionário
diventxixta,adventista   pensa v. pensar,Vocabulario,Dicionário
katoliku,católico        pidi v. pedir,Vocabulario,Dicionário
kazamentu,casamento        rêxponsavêw adj. responsável,Vocabulario,Dicionário
maa,amarrar                supeetu adj. esperto,Vocabulario,Dicionário
panha fooza,enferrujar    ponta pyôpyô expr. ponta,Vocabulario,Dicionário
para mize,para mize.      aguçada,Vocabulario,Dicionário
urina para   prepara usan,manda ubuka expr.                se fazer remédio tradicional    preparar o terr,Vocabulario,Dicionário
pasa ubuka,comer          pwe divida expr. contrair,Vocabulario,Dicionário
mara uman,casar-se         pêêdê kabe expr. ficar          dívidas,Vocabulario,Dicionário
mata igbê,suicidar-se      louco                           pwê manha expr. pôr defeito,Vocabulario,Dicionário
môxê ope,ir depressa       pêêdê mêzê expr. engravidar     pwê n’ubaaku expr. enterrar,Vocabulario,Dicionário
pêêdê xintxidu,pwê n’usan expr. plantar,Vocabulario,Dicionário
pwê poxta,apostar,Vocabulario,Dicionário
pega pwede,pregar         pwê taaxi expr. colocar,Vocabulario,Dicionário
na sêbê,de fato            na parede                       uma criança às costas,Vocabulario,Dicionário
nda dêsê,ir para baixo     pega ufôgu expr. confusão       ranka uê expr. abrir a vista,Vocabulario,Dicionário
nda subi,ir para cima      po ma fa expr. não              rêgê fasu expr. caluniar,Vocabulario,Dicionário
nhe kadya,sentar           aguentar mais,Vocabulario,Dicionário
nhe uku,sentar             pô sempi expr. para sempre      difamar; 2. expr. caluniar,Vocabulario,Dicionário
sondar      pô zempu,por exemplo      rema kaxi expr. começar a,Vocabulario,Dicionário
palpar      pobê vantenadu,construir uma casa,Vocabulario,Dicionário
rin da keba,rachar-se,Vocabulario,Dicionário
pana utabu,aplanar         pooda mi expr. desculpe-me      de rir,Vocabulario,Dicionário
butxizadu,batizado           sêy num. seis,Vocabulario,Dicionário
cisco             trezentu,trezentos,Vocabulario,Dicionário
fumadu na upêtu,com o       ?a-?a adv. cada um,Vocabulario,Dicionário
upêtu,peito,Vocabulario,Dicionário
"a
                   kaani",próprio,Vocabulario,Dicionário
vida,vida,Vocabulario,Dicionário
libedadi,liberdade,Vocabulario,Dicionário
voga,servir,Vocabulario,Dicionário
wêtusentu,oitocentos,Vocabulario,Dicionário
nasê,nascer,Vocabulario,Dicionário
xikêvê,escrever,Vocabulario,Dicionário
pôvô,povo,Vocabulario,Dicionário
xikêvêdu,escrito,Vocabulario,Dicionário
pwêjya,poesia,Vocabulario,Dicionário
pwêma,poema                    2. n. memória; 3. n. sentido,Vocabulario,Dicionário
haver    xyense,ciência,Vocabulario,Dicionário
setenta,setenta,Vocabulario,Dicionário
kavalu,cavalo,Vocabulario,Dicionário
sawdadi,saudade,Vocabulario,Dicionário
fêtu,feito,Vocabulario,Dicionário
fuxi,fugir,Vocabulario,Dicionário
ufi-kumin,caminho,Vocabulario,Dicionário
kaata,carta,Vocabulario,Dicionário
"Expressões V
   roga paaga",rogar praga                   sera doxi expr. cheirar bem,Vocabulario,Dicionário
ruma kidarê,começar a gritar             sôfê kosan 1. expr. ficar triste;,Vocabulario,Dicionário
ruma ope,juntar os pés                   2. expr. ter coragem,Vocabulario,Dicionário
sa seda,estar no cio                     sôfê xidentxi expr. acidentar-se,Vocabulario,Dicionário
saa fôlôgô,inspirar                      sopa pingada expr. dar tiro,Vocabulario,Dicionário
saata olêyn,viajar                       sopa urya 1. expr. namorar;,Vocabulario,Dicionário
saata saata,ir de um lado                2. expr. contar um segredo,Vocabulario,Dicionário
sagwa igbê,tomar banho                   2. expr. espancar,Vocabulario,Dicionário
sama reparu,reparar                      tama banhu expr. tomar banho,Vocabulario,Dicionário
sendê pigisa,espreguiçar-se              tama foosa expr. tomar fôlego,Vocabulario,Dicionário
"na rua
      tama kintxiba",fumar cachimbo                 txya bweeba expr. barbear,Vocabulario,Dicionário
tama minu,engravidar                         txya d’ubuka 1. expr. falar malcriações;,Vocabulario,Dicionário
txya kidarê,gritar por socorro,Vocabulario,Dicionário
omem             txya toxi,tossir,Vocabulario,Dicionário
tama redya,tomar as rédeas                   txya ukpaka expr. descascar,Vocabulario,Dicionário
txya ventoza,fazer tratamento,Vocabulario,Dicionário
txya vuguvugu,atirar um pedaço de,Vocabulario,Dicionário
tama supitu,suspirar                         madeira ou uma pedra,Vocabulario,Dicionário
tama upêtu bala,assumir                      ubuka seka expr. calar-se,Vocabulario,Dicionário
uman dudi,de mãos vazias,Vocabulario,Dicionário
tê afe,acreditar                             uman n’ugbami expr. ficar sem fazer nada,Vocabulario,Dicionário
vani uman,despedir-se,Vocabulario,Dicionário
vê unwa,menstruar,Vocabulario,Dicionário
vya uê,virar ao contrário,Vocabulario,Dicionário
vya uman,roubar,Vocabulario,Dicionário
vya vya,ir indo,Vocabulario,Dicionário
ter pena         vya we,voltar a vir,Vocabulario,Dicionário
tê tabwe,dar trabalho                        we vika expr. vai e vem,Vocabulario,Dicionário
tê tema,teimar                               xyadu txibika expr. cheio até a boca,Vocabulario,Dicionário
"fugir
      to kêtê pwê",adicionar um pouco,Vocabulario,Dicionário
zuga bola,jogar futebol,Vocabulario,Dicionário
toka awa,beber muito álcool,Vocabulario,Dicionário
zuga bota,jogar fora,Vocabulario,Dicionário
toka pitu,apitar,Vocabulario,Dicionário
zunta kabese,pensar em coletivo,Vocabulario,Dicionário
jogar verde   zunta udêdu,rezar,Vocabulario,Dicionário
"VOCABULÁRIO
  barara",precipício               ôgbôgôdô n. barranco,Vocabulario,Dicionário
Bone Joka,Boné de Jóquei      ôkyê 1. n. ladeira; 2. n. morro,Vocabulario,Dicionário
Ôkyê Karyotxi,Ôkyê,Vocabulario,Dicionário
"Karyotxi
  demokaatiku",democrático       pete adj. plano,Vocabulario,Dicionário
Dôsu Riman,Tinhosas           repubika n. república,Vocabulario,Dicionário
duzentu,duzentos              sendê v. estender,Vocabulario,Dicionário
sentxi,"cem, quando",Vocabulario,Dicionário
"do por outro numeral
  fyô",frio                      ugani adv. à parte,Vocabulario,Dicionário
Gine,Guiné                    ukantu n. canto,Vocabulario,Dicionário
Gine Kwatoriali,Guiné         usan 1. n. terreno; 2. n. chão,Vocabulario,Dicionário
usuva,chuva,Vocabulario,Dicionário
golfu,golfo,Vocabulario,Dicionário
wêtenta,oitenta,Vocabulario,Dicionário
Golfu Gine,Golfo da Guiné,Vocabulario,Dicionário
wêtu,oito,Vocabulario,Dicionário
kyentxi,quente,Vocabulario,Dicionário
xinkwenta,cinquenta,Vocabulario,Dicionário
kontxinentxi,continente,Vocabulario,Dicionário
kwarenta,quarenta,Vocabulario,Dicionário
kwatusentu,quatrocentos,Vocabulario,Dicionário
Kwêda Ekwadô,Linha do,Vocabulario,Dicionário
"Equador
  lextxi",leste,Vocabulario,Dicionário
longu,largura,Vocabulario,Dicionário
Menkoni,Pico Menkoni,Vocabulario,Dicionário
metedi,centro,Vocabulario,Dicionário
metu,metro,Vocabulario,Dicionário
mindi,medir,Vocabulario,Dicionário
munda,mudar(-se),Vocabulario,Dicionário
nodextxi,nordeste,Vocabulario,Dicionário
mexam o corpo,jovem,Vocabulario,Dicionário
sair do fogo        ufôgu,fogo,Vocabulario,Dicionário
ifi-kumin,cf. ufi-kumi,Vocabulario,Dicionário
momoli               kansa,cansar,Vocabulario,Dicionário
kume                 lemba,lembrar,Vocabulario,Dicionário
a ê xyê              maaka,marca,Vocabulario,Dicionário
momoli,mole,Vocabulario,Dicionário
poota,importar-se,Vocabulario,Dicionário
poxta,aposta,Vocabulario,Dicionário
taruga foi ao        tusan,sentar,Vocabulario,Dicionário
tusandu,no lugar onde eles iam correr. O macaco disse para a tartaruga: “Já,Vocabulario,Dicionário
vansa,avançar,Vocabulario,Dicionário
e tinha colo-        wanga,espalhar,Vocabulario,Dicionário
stava sal-           xyadu,cheio,Vocabulario,Dicionário
bodan,cajado                      laata v. levantar,Vocabulario,Dicionário
byogo,escorregar                  redya n. rédeas,Vocabulario,Dicionário
amanha,amanhã                        T03,Vocabulario,Dicionário
aman-pasa,depois de amanhã                    T03,Vocabulario,Dicionário
amerikanu,americano                           L04,Vocabulario,Dicionário
andorinha,andorinha                             T06,Vocabulario,Dicionário
Abya Fiminga,Ribeira Formiga          T01    anzu 1. n. anjo; 2. n. bebê; 3. n. criança,Vocabulario,Dicionário
Afika,África                          L03    Atlantiku top. Oceano Atlântico,Vocabulario,Dicionário
avyan,avião                                     L13,Vocabulario,Dicionário
akara,banana frita cortada em lâminas T02      awa n. água,Vocabulario,Dicionário
akarê,sapo                              T07    Awa Namôrô top. Água Namoro,Vocabulario,Dicionário
akê,pote de barro                       T02    axi adv. assim,Vocabulario,Dicionário
alunu,aluno                             C10    baa ?a adv. de uma só vez,Vocabulario,Dicionário
beetu wan,muito aberto                   T12,Vocabulario,Dicionário
bela,berla                                  L05,Vocabulario,Dicionário
baan-paata,banana-prata T02,Vocabulario,Dicionário
baasa,abraçar                        C09,Vocabulario,Dicionário
beza-foli,beija-flor                       T06,Vocabulario,Dicionário
bêzu-bêzu,queixo                            T05,Vocabulario,Dicionário
biblyoteka,biblioteca                       L14,Vocabulario,Dicionário
bamu,ir 1PL.IMP                      L06,Vocabulario,Dicionário
bandya,bandeira                      C05,Vocabulario,Dicionário
batê,bater                           L10    bii mya expr. escancarar,Vocabulario,Dicionário
binzela,berinjela                            C02     buli v. mexer,Vocabulario,Dicionário
biologu,biólogo                             L01    Bul’ufaka top. Bulufaka,Vocabulario,Dicionário
Bôa Xpêransa,Boa Esperança                  L12    bumbu-wangadu n. bumbu-wangadu.,Vocabulario,Dicionário
bôbô-fiitu,bôbô-fiitu. Doce de banana                 bwêbwê n. bwêbwê. Prato típico elabor,Vocabulario,Dicionário
"localmente
bodan",cajado                                 A04     denominadas ‘peixinho’,Vocabulario,Dicionário
bweeba-baata,barba-de-barata,Vocabulario,Dicionário
bômu,cf. bamuN07                                     bweega-uman n. palma da mão,Vocabulario,Dicionário
Bon Vêvê,Bom Viver                          T01    byogo v. escorregar,Vocabulario,Dicionário
da fogan,cavar buraco para,Vocabulario,Dicionário
bubu,baiacu                                   T07    da keletu 1. expr. aprovar;,Vocabulario,Dicionário
da kidarê,gritar por socorro          T10   dawa n. coco,Vocabulario,Dicionário
da kôkô,dar batidas na cabeça         T10,Vocabulario,Dicionário
desendentxi,descendente                     C04,Vocabulario,Dicionário
dini,cf. dinixiL09,Vocabulario,Dicionário
dixkusu,discurso                            C04,Vocabulario,Dicionário
danadu kotokoto,muito estragado T12,Vocabulario,Dicionário
dansu-kongô,dansu-kongô. Tipo de,Vocabulario,Dicionário
dizasetxi,dezessete                       C09,Vocabulario,Dicionário
dizasêy,dezesseis                       C09     fala bê expr. cumprimentar,Vocabulario,Dicionário
dya,dia                                    L03,Vocabulario,Dicionário
dya-dimingu,domingo                        T03,Vocabulario,Dicionário
dyalogo,diálogo                            E01,Vocabulario,Dicionário
fenza,feijão                                    L14,Vocabulario,Dicionário
fa ô,cf. faL02                                 fêvêrêw n. fevereiro,Vocabulario,Dicionário
faa bê,cumprimentar                     L01    fêxtêw n. festeiro,Vocabulario,Dicionário
fêzê anu,fazer aniversário                   T11,Vocabulario,Dicionário
fôfôdu,inflamado                         L15,Vocabulario,Dicionário
fêzê omi,exibir-se. Expressão,Vocabulario,Dicionário
fyan,farinha                               C05,Vocabulario,Dicionário
"Picão feito com
fêzê umatu",defecar                     T14    farinha de mandioca,Vocabulario,Dicionário
fyô,frio                                 C17,Vocabulario,Dicionário
fyô kôkôkô,muito frio                   T12,Vocabulario,Dicionário
"do à base
fika",ficar                                C11    de banana madura e farinha de milho,Vocabulario,Dicionário
fika ki dêsu,fique com Deus!           T14    gaani adj. grande                             L,Vocabulario,Dicionário
fin,fim                                   C05    gaavi adj. bonito,Vocabulario,Dicionário
finu lekeleke,muito fino               T12    ganiga n. virilha                             T0,Vocabulario,Dicionário
gasa-baanku,garça-branca                   T06,Vocabulario,Dicionário
Gaxpa,Gaspar                            T01    idintxi n. dente,Vocabulario,Dicionário
ginhan-awa,galinha-d’água                 T06    ikôkô 1. n. inhame-coco; 2. n. matabala T0,Vocabulario,Dicionário
ginhan-gene,galinha-d’angola              T06    ikpe 1. n. grão; 2. n. semente; 3. n. testí,Vocabulario,Dicionário
ginhan-umatu,galinha-do-mato              T06    ikpene n. urtiga,Vocabulario,Dicionário
gogo,gostar                               L04    ikpêtê n. bordão-de-São-José,Vocabulario,Dicionário
govena,governar                           C09    infomatxiku n. técnico de informática,Vocabulario,Dicionário
kadya,nádegas                          T05,Vocabulario,Dicionário
kafe-baabu,café-do-mato                T09,Vocabulario,Dicionário
kakanhan,calcanhar            T05,Vocabulario,Dicionário
izê,camarão                                 T02,Vocabulario,Dicionário
jerasan,geração                             E04    kalipitu n. eucalipto,Vocabulario,Dicionário
kama,cama                              C03,Vocabulario,Dicionário
kamusela,kamuselaT06,Vocabulario,Dicionário
kabamentu,fim                               C03    kanta v. cantar,Vocabulario,Dicionário
kantu,quanto                         L02,Vocabulario,Dicionário
kadaadu,escaldado. Prato típico elaborado,Vocabulario,Dicionário
katôzê,quatorze                     C09,Vocabulario,Dicionário
kiika,vagina                                     T05,Vocabulario,Dicionário
kilometu,quilômetro                              C12,Vocabulario,Dicionário
kazaku,casaco                         C03    (Newbouldia laevis)T09,Vocabulario,Dicionário
keba kitxi-kitxi,estilhaçar        T14,Vocabulario,Dicionário
kinta-fya,quinta-feira                           T03,Vocabulario,Dicionário
keba zegezege,estilhaçar           T12,Vocabulario,Dicionário
kebankana-peetu,freirinha             T06,Vocabulario,Dicionário
kiora,quando                                   N02,Vocabulario,Dicionário
kêdê,cada                           C05,Vocabulario,Dicionário
kêê,acreditar                         C12,Vocabulario,Dicionário
kitôli,coruja                                    T06,Vocabulario,Dicionário
keka,forma reduzida de ka + vikaL11,Vocabulario,Dicionário
keletu,confirmação                    C12,Vocabulario,Dicionário
kitxi tololo,muito pequeno                    T12,Vocabulario,Dicionário
kyentxi zuzuzu,klipixi n. eclipse                                  C12,Vocabulario,Dicionário
kotada,corte                              C05,Vocabulario,Dicionário
kola,cola                              C02    kparara ideo. cf. seku kpararaT12,Vocabulario,Dicionário
konfarya,confraria                     C03    kudi v. responder,Vocabulario,Dicionário
konta ope,andar na ponta dos pés T14       kukundya n. coco                             C1,Vocabulario,Dicionário
kume-mwê,come-morre,Vocabulario,Dicionário
kosa-kosa,comigo-ninguém-pode,Vocabulario,Dicionário
kosan,coração                          T05    kunjuntu n. conjunto musical,Vocabulario,Dicionário
kunvitxi,convite                         C03    kwatusentu num. quatrocentos,Vocabulario,Dicionário
"correr
kura",remédio                              L15,Vocabulario,Dicionário
